province,place,activity,description,primary_type,sub_types
Lào Cai,Bản Cát Cát,Thuê trang phục dân tộc; chụp ảnh thác nước; tham quan làng bản,"Bản Cát Cát là ngôi làng cổ của người Mông với những ngôi nhà gỗ mộc mạc và những con suối chảy rì rào. Tại đây, du khách sẽ được tìm hiểu về nghề dệt vải thủ công, chạm khắc bạc truyền thống và hóa thân thành những chàng trai, cô gái vùng cao trong bộ đồ rực rỡ.",Văn hóa,Sinh thái - Thiên nhiên;Giải trí - Nghỉ dưỡng
Vĩnh Phúc,Tam Đảo,Ngắm mây; dạo phố cổ; viếng đền Bà Chúa Thượng Ngàn,"Tam Đảo được ví như một Đà Lạt của miền Bắc với khí hậu bốn mùa trong một ngày và sương mù bao phủ quanh năm. Đây là điểm đến nghỉ dưỡng lý tưởng cho những ai muốn trốn cái nóng, tận hưởng không gian yên tĩnh của núi rừng và tham quan các công trình kiến trúc cổ.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Tâm linh
Bắc Kạn,Hồ Ba Bể,Đi thuyền trên hồ; thăm đền An Mã; ngủ bản homestay; chèo thuyền kayak,"Hồ Ba Bể là hồ nước ngọt tự nhiên lớn nhất Việt Nam nằm giữa vùng núi đá vôi hùng vĩ của tỉnh Bắc Kạn. Du khách sẽ được lênh đênh trên mặt hồ phẳng lặng, nghe kể về sự tích hồ và trải nghiệm văn hóa độc đáo của đồng bào người Tày trong không gian rừng nguyên sinh xanh ngắt.",Sinh thái - Thiên nhiên,Văn hóa;Mạo hiểm - Trải nghiệm
Bình Thuận,Mũi Né,Trượt cát; tắm biển; chơi dù lượn; thưởng thức hải sản,"Mũi Né được thiên nhiên ban tặng cho những đồi cát đỏ rực và bãi biển lộng gió, là thiên đường du lịch biển nổi tiếng tại Bình Thuận. Đây là điểm đến lý tưởng cho các kỳ nghỉ dưỡng, nơi du khách có thể trải nghiệm các môn thể thao biển mạnh mẽ và ngắm hoàng hôn cực đẹp trên biển.",Biển Đảo,Giải trí - Nghỉ dưỡng;Mạo hiểm - Trải nghiệm
Quảng Ninh,Đảo Cô Tô,Tắm biển bãi Hồng Vàn; ngắm bình minh bãi đá Cầu Mỵ; ăn hải sản,"Cô Tô là hòn đảo mang vẻ đẹp trong trẻo nhất miền Bắc với làn nước xanh ngắt và những rặng san hô ẩn hiện. Du khách sẽ được đắm mình trong không gian yên tĩnh, dạo bước trên những bãi cát trắng trải dài và cảm nhận hơi thở mặn mòi của đại dương giữa vùng biển Đông.",Biển Đảo,Sinh thái - Thiên nhiên;Giải trí - Nghỉ dưỡng
Hà Giang,Phố cổ Đồng Văn,Uống cà phê phố cổ; tham quan chợ phiên; nghe nhạc dân tộc,Phố cổ Đồng Văn là minh chứng cho bề dày lịch sử và bản sắc văn hóa đặc sắc của các dân tộc vùng cao giữa lòng cao nguyên đá. Tại đây du khách không chỉ được ngắm nhìn kiến trúc nhà trình tường cổ kính mà còn có cơ hội tìm hiểu sâu hơn về nếp sống truyền thống của người dân.,Văn hóa,Ẩm thực;Giải trí - Nghỉ dưỡng
Cà Mau,Mũi Cà Mau,Tham quan cột mốc tọa độ; đi xuyên rừng đước; chụp ảnh biểu tượng con tàu,Mũi Cà Mau là điểm cuối cùng cực Nam của Tổ quốc mang ý nghĩa địa lý và chủ quyền thiêng liêng đối với mỗi người dân Việt Nam. Đến đây du khách sẽ được đắm mình trong hệ sinh thái rừng ngập mặn đa dạng và ngắm nhìn cảnh mặt trời mọc trên biển Đông và lặn ở biển Tây.,Văn hóa,Sinh thái - Thiên nhiên;Giải trí - Nghỉ dưỡng
Lâm Đồng,Thác Voi,Tham quan thác; leo hang đá; chiêm bái chùa Linh Ẩn,Thác Voi mang vẻ đẹp hoang sơ và hùng vĩ bậc nhất vùng cao nguyên Lâm Đồng với dòng nước đổ mạnh tạo nên những đám sương mù trắng xóa. Du khách sẽ được trải nghiệm cảm giác mạo hiểm khi len lỏi qua các hang đá dưới chân thác và cảm nhận hơi mát lạnh sảng khoái từ thiên nhiên.,Sinh thái - Thiên nhiên,Mạo hiểm - Trải nghiệm;Tâm linh
Kiên Giang,Đảo Nam Du,Tắm biển bãi Cây Mến; lặn ngắm san hô; ăn ghẹ tươi,"Nam Du được ví như nàng tiên chưa thức tỉnh giữa vịnh Thái Lan với những hòn đảo hoang sơ và nước biển xanh như ngọc. Đây là nơi tuyệt vời để trốn khỏi sự ồn ào, trải nghiệm cuộc sống mộc mạc của ngư dân và tận hưởng không gian biển đảo thuần khiết, yên bình.",Biển Đảo,Giải trí - Nghỉ dưỡng;Sinh thái - Thiên nhiên
Phú Yên,Cao nguyên Vân Hòa,Tham quan nhà thờ Mằng Lăng; ngắm cảnh; chụp ảnh đồi trà,"Cao nguyên Vân Hòa được ví như Đà Lạt của tỉnh Phú Yên với khí hậu mát mẻ và sương mù bao phủ vào những buổi sớm mai. Đây là nơi tuyệt vời để tận hưởng không gian xanh ngắt của núi rừng, tham quan các di tích lịch sử và cảm nhận nhịp sống yên bình giữa cao nguyên.",Sinh thái - Thiên nhiên,Giải trí - Nghỉ dưỡng;Văn hóa
Bình Định,Eo Gió,Ngắm cảnh biển từ vách núi; chụp ảnh; dạo bộ con đường ven biển,Eo Gió tại Quy Nhơn là một tuyệt tác của tạo hóa với những rặng núi đá cao vút ôm trọn một eo biển nước xanh ngắt như ngọc. Đây là địa điểm lý tưởng để ngắm nhìn ánh bình minh rực rỡ đầu tiên trên biển và cảm nhận sự kỳ vĩ của sóng biển vỗ vào vách đá.,Biển Đảo,Sinh thái - Thiên nhiên;Giải trí - Nghỉ dưỡng
Đồng Nai,Vườn Quốc gia Cát Tiên,Trekking rừng; xem thú đêm; đạp xe xuyên rừng,"Đến với Cát Tiên tại Đồng Nai, du khách sẽ được đắm mình trong hệ sinh thái rừng nhiệt đới đa dạng nhất miền Nam Việt Nam. Đây là nơi tuyệt vời để trải nghiệm các hoạt động mạo hiểm, quan sát đời sống của các loài động vật hoang dã và tìm hiểu về công tác bảo tồn thiên nhiên.",Sinh thái - Thiên nhiên,Mạo hiểm - Trải nghiệm;Giải trí - Nghỉ dưỡng
Lào Cai,Chợ phiên Bắc Hà,Mua sắm thổ cẩm; ăn thắng cố; tìm hiểu văn hóa vùng cao,"Chợ phiên Bắc Hà là thiên đường sắc màu văn hóa và ẩm thực không thể bỏ qua khi đến Lào Cai mỗi dịp cuối tuần. Tại đây du khách sẽ được thưởng thức những món ăn đặc sản mang hương vị núi rừng, trải nghiệm không khí náo nhiệt và mua sắm các sản phẩm thủ công tinh xảo.",Văn hóa,Ẩm thực;Giải trí - Nghỉ dưỡng
Hà Tây,Chùa Thầy,Tham quan hồ Long Trì; xem múa rối nước; leo núi vãn cảnh chùa,"Chùa Thầy tọa lạc dưới chân núi Sài Sơn là ngôi chùa cổ kính mang đậm dấu ấn kiến trúc thời Lý với không gian sơn thủy hữu tình. Đây là nơi gắn liền với huyền thoại thiền sư Từ Đạo Hạnh, mang lại cho du khách cảm giác thanh tịnh và tìm hiểu về nguồn gốc của nghệ thuật múa rối nước.",Tâm linh,Văn hóa;Sinh thái - Thiên nhiên
Gia Lai,Biển Hồ (Hồ T'Nưng),Ngắm cảnh hồ; dạo bộ hàng thông; chụp ảnh,"Biển Hồ được ví như đôi mắt Pleiku thơ mộng, vốn là một miệng núi lửa đã ngưng hoạt động từ hàng triệu năm trước. Du khách sẽ được đắm mình trong không gian xanh ngắt của mặt nước phẳng lặng và hàng thông reo ven hồ, tận hưởng khí hậu trong lành đặc trưng của phố núi.",Sinh thái - Thiên nhiên,Giải trí - Nghỉ dưỡng
Bà Rịa - Vũng Tàu,Tượng Chúa Kitô Vua,Leo núi Tao Phùng; ngắm toàn cảnh biển; chụp ảnh,"Tượng Chúa Kitô Vua tọa lạc trên đỉnh núi Nhỏ là biểu tượng tâm linh và du lịch nổi tiếng của Vũng Tàu. Du khách sẽ được trải nghiệm leo gần 1.000 bậc thang để đứng trên cánh tay tượng, phóng tầm mắt ngắm nhìn toàn cảnh eo biển xanh ngắt và thành phố rực rỡ từ trên cao.",Tâm linh,Biển Đảo;Giải trí - Nghỉ dưỡng
Quảng Nam,Rừng dừa Bảy Mẫu,Đi thuyền thúng; xem múa thúng; câu cua; thưởng thức dừa nước,"Rừng dừa Bảy Mẫu mang lại không gian sông nước miền Tây ngay giữa lòng miền Trung. Du khách sẽ được ngồi trên những chiếc thuyền thúng tròn, len lỏi qua các rạch dừa xanh mướt và thưởng thức những màn trình diễn xoay thúng kịch tính của ngư dân địa phương.",Sinh thái - Thiên nhiên,Giải trí - Nghỉ dưỡng;Văn hóa
Bình Thuận,Hải đăng Kê Gà,Đi cano ra đảo; leo đỉnh hải đăng; ngắm hoàng hôn,"Hải đăng Kê Gà là ngọn hải đăng lâu đời và cao nhất Việt Nam, nằm trên một hòn đảo đá nhấp nhô giữa biển. Du khách sẽ được trải nghiệm đi cano vượt sóng, chinh phục những bậc thang xoắn ốc để ngắm toàn cảnh biển xanh thẳm và những bãi đá đủ hình thù kỳ thú.",Biển Đảo,Sinh thái - Thiên nhiên;Mạo hiểm - Trải nghiệm
Thừa Thiên Huế,Điện Hòn Chén,Tham quan điện thờ; dâng hương; tìm hiểu tín ngưỡng thờ Mẫu,"Điện Hòn Chén tọa lạc bên bờ sông Hương thơ mộng, là công trình kiến trúc gắn liền với tín ngưỡng thờ Mẫu Thiên Y A Na. Đây là điểm đến văn hóa - tâm linh đặc sắc, nơi du khách có thể tham dự các lễ hội rực rỡ sắc màu và cảm nhận không khí linh thiêng của cố đô.",Tâm linh,Văn hóa
Quảng Bình,Bãi biển Đá Nhảy,Ngắm các khối đá lạ mắt; tắm biển; chụp ảnh nghệ thuật,"Bãi biển Đá Nhảy gây ấn tượng bởi những rặng núi đá bị sóng biển bào mòn thành nhiều hình thù độc đáo vươn ra đại dương. Sự kết hợp giữa làn nước trong xanh và địa hình đá kỳ vĩ tạo nên một khung cảnh thiên nhiên hoang sơ, là thiên đường cho các nhiếp ảnh gia.",Biển Đảo,Sinh thái - Thiên nhiên
Đắk Lắk,Thác Dray Nur,Tham quan thác nước; trekking nhẹ; chụp ảnh thiên nhiên,"Thác Dray Nur là dòng thác hùng vĩ bậc nhất Tây Nguyên với vẻ đẹp tráng lệ và dòng nước đổ trắng xóa quanh năm. Du khách sẽ được đắm mình trong không gian núi rừng đại ngàn, lắng nghe tiếng thác đổ vang vọng và khám phá những hang động kỳ bí phía sau làn nước.",Sinh thái - Thiên nhiên,Mạo hiểm - Trải nghiệm;Giải trí - Nghỉ dưỡng
Kiên Giang,Hòn Sơn,Tắm biển; leo núi Ma Thiên Lãnh; ăn hải sản,"Hòn Sơn là hòn đảo hoang sơ với những bãi đá nhấp nhô và làn nước xanh thẳm tại tỉnh Kiên Giang. Du khách sẽ được tận hưởng không gian yên tĩnh, trải nghiệm leo đỉnh Ma Thiên Lãnh để ngắm toàn cảnh đảo và thưởng thức những món hải sản tươi sống tại làng chài.",Biển Đảo,Giải trí - Nghỉ dưỡng;Mạo hiểm - Trải nghiệm
Hà Nội,Nhà tù Hỏa Lò,Tham quan di tích; nghe thuyết minh lịch sử; xem trưng bày hiện vật,"Nhà tù Hỏa Lò là minh chứng lịch sử về ý chí kiên cường của các chiến sĩ cách mạng Việt Nam trong thời kỳ kháng chiến. Qua hệ thống thuyết minh và trưng bày chân thực, du khách sẽ cảm nhận được tinh thần yêu nước quật cường và những câu chuyện xúc động phía sau bức tường đá.",Văn hóa,Lịch sử;Tâm linh
Lâm Đồng,Đường hầm Đất Sét,Tham quan các công trình đất sét; chụp ảnh check-in; tìm hiểu lịch sử Đà Lạt,"Đường hầm Đất Sét là một tác phẩm nghệ thuật điêu khắc độc đáo tái hiện lại lịch sử hình thành và phát triển của thành phố Đà Lạt. Với các mô hình khổng lồ làm từ đất đỏ bazan, nơi đây là điểm đến tham quan và chụp ảnh hấp dẫn cho mọi lứa tuổi.",Giải trí - Nghỉ dưỡng,Văn hóa;Sinh thái - Thiên nhiên
Bắc Giang,Chùa Vĩnh Nghiêm,Tham quan mộc bản kinh Phật; lễ Phật; vãn cảnh chùa cổ,"Chùa Vĩnh Nghiêm là trung tâm Phật giáo quan trọng của thiền phái Trúc Lâm, nơi lưu giữ kho mộc bản kinh Phật được UNESCO công nhận là di sản tư liệu thế giới. Không gian chùa uy nghiêm, cổ kính, mang đậm dấu ấn văn hóa và lịch sử của vùng kinh Bắc xưa.",Tâm linh,Văn hóa
Hải Phòng,Quần đảo Cát Bà,Tắm biển bãi Cát Cò; tham quan vịnh Lan Hạ; trekking rừng quốc gia,"Cát Bà là sự kết hợp hoàn hảo giữa núi rừng nguyên sinh và biển cả xanh trong tại thành phố Hải Phòng. Du khách có thể thỏa sức tắm biển, chèo thuyền kayak khám phá vịnh Lan Hạ thơ mộng hoặc tham gia những chuyến trekking xuyên rừng quốc gia để tìm hiểu hệ sinh thái đa dạng.",Biển Đảo,Sinh thái - Thiên nhiên;Giải trí - Nghỉ dưỡng
Lào Cai,Thung lũng Mường Hoa,Trekking ngắm ruộng bậc thang; chụp ảnh bãi đá cổ; thăm bản làng,Thung lũng Mường Hoa là bức tranh thiên nhiên tuyệt mỹ với những thửa ruộng bậc thang uốn lượn ven dòng suối nhỏ. Du khách sẽ được khám phá bãi đá cổ với những ký tự bí ẩn và trải nghiệm cuộc sống mộc mạc của các dân tộc thiểu số giữa cảnh sắc núi rừng hùng vĩ.,Sinh thái - Thiên nhiên,Văn hóa;Mạo hiểm - Trải nghiệm
Bình Định,Chùa Thiên Hưng,Tham quan kiến trúc; chiêm bái xá lợi Phật; dạo khuôn viên,"Chùa Thiên Hưng được mệnh danh là Phượng Hoàng Cổ Trấn thu nhỏ của Bình Định với kiến trúc cung đình lộng lẫy và khuôn viên cây cảnh tuyệt đẹp. Đây là nơi lưu giữ xá lợi Phật linh thiêng, mang lại không gian tâm linh thanh tịnh và là điểm đến vãn cảnh lý tưởng.",Tâm linh,Văn hóa;Giải trí - Nghỉ dưỡng
An Giang,Núi Cấm,Đi cáp treo; chiêm bái tượng Phật Di Lặc; tham quan hồ Thanh Long,"Núi Cấm hay Thiên Cấm Sơn được ví như nóc nhà của miền Tây với khí hậu mát mẻ quanh năm. Du khách sẽ được chiêm bái tượng Phật Di Lặc khổng lồ trên đỉnh núi, vãn cảnh chùa Vạn Linh và tận hưởng không gian thiên nhiên hùng vĩ ẩn hiện trong sương mờ.",Tâm linh,Sinh thái - Thiên nhiên;Giải trí - Nghỉ dưỡng
Quảng Nam,Làng gốm Thanh Hà,Trải nghiệm làm gốm; tham quan bảo tàng gốm; chụp ảnh,Làng gốm Thanh Hà nằm bên dòng sông Thu Bồn thơ mộng là làng nghề truyền thống lâu đời gắn liền với phố cổ Hội An. Du khách sẽ được tận mắt chứng kiến bàn tay tài hoa của các nghệ nhân và tự tay tạo hình những sản phẩm gốm mộc mạc mang đậm hồn cốt làng quê.,Văn hóa,Giải trí - Nghỉ dưỡng
Quảng Bình,Suối nước Moọc,Tắm suối; chèo thuyền kayak; đi bộ đường rừng,"Suối nước Moọc hiện ra như một viên ngọc xanh ngọc bích giữa rừng già Phong Nha hùng vĩ. Với làn nước mát lạnh róc rách chảy qua những tảng đá vôi, nơi đây là thiên đường để thư giãn, tận hưởng không khí trong lành và tham gia các hoạt động vui chơi dưới nước thú vị.",Sinh thái - Thiên nhiên,Giải trí - Nghỉ dưỡng;Mạo hiểm - Trải nghiệm
